goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillStack/0-4         	50000000	        35.7 ns/op	      32 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        35.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        34.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        34.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        34.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        34.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        34.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        34.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        35.2 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        35.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        34.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       353 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       351 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       350 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       349 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       351 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       347 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       348 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       348 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       348 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       348 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3386 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3404 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3427 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3397 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3387 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3482 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3420 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3389 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3420 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3425 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     33798 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     33844 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     37647 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     34043 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     33587 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     33827 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     33517 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     34005 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     33547 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     33692 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    336908 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    339207 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    335125 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    352370 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    345509 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    335669 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    336276 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    336876 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    337092 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    336531 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3374626 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3376869 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3362465 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3341574 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3376865 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3362518 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3368650 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3398466 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3377814 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3379013 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  33621863 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  33662754 ns/op	16000003 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  33538338 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  33491053 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  33790765 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  34236841 ns/op	16000001 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  33673063 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  33555671 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  33554419 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  33738500 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       201 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       197 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       197 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       198 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       200 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       197 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       196 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       196 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       199 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       197 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       866 ns/op	     720 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       865 ns/op	     720 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       869 ns/op	     720 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       872 ns/op	     720 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       866 ns/op	     720 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       867 ns/op	     720 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       870 ns/op	     720 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       864 ns/op	     720 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       867 ns/op	     720 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       864 ns/op	     720 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      7510 ns/op	    8720 B/op	     206 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      7493 ns/op	    8720 B/op	     206 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      7502 ns/op	    8720 B/op	     206 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      7461 ns/op	    8720 B/op	     206 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      7478 ns/op	    8720 B/op	     206 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      7493 ns/op	    8720 B/op	     206 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      7468 ns/op	    8720 B/op	     206 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      7464 ns/op	    8720 B/op	     206 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      7596 ns/op	    8720 B/op	     206 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      7476 ns/op	    8720 B/op	     206 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     65449 ns/op	   53904 B/op	    2007 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     65587 ns/op	   53904 B/op	    2007 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     64762 ns/op	   53904 B/op	    2007 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     64862 ns/op	   53904 B/op	    2007 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     64508 ns/op	   53904 B/op	    2007 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     64608 ns/op	   53904 B/op	    2007 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     64605 ns/op	   53904 B/op	    2007 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     64534 ns/op	   53904 B/op	    2007 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     65232 ns/op	   53904 B/op	    2007 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     64359 ns/op	   53904 B/op	    2007 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    634020 ns/op	  489792 B/op	   20025 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    636142 ns/op	  489792 B/op	   20025 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    638274 ns/op	  489792 B/op	   20025 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    635615 ns/op	  489792 B/op	   20025 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    636274 ns/op	  489792 B/op	   20025 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    638162 ns/op	  489792 B/op	   20025 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    637190 ns/op	  489792 B/op	   20025 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    635351 ns/op	  489792 B/op	   20025 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    637808 ns/op	  489792 B/op	   20025 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    633752 ns/op	  489792 B/op	   20025 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7481198 ns/op	 4815808 B/op	  200201 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7468340 ns/op	 4815808 B/op	  200201 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7457503 ns/op	 4815808 B/op	  200201 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7441196 ns/op	 4815808 B/op	  200201 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7410373 ns/op	 4815808 B/op	  200201 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7449120 ns/op	 4815808 B/op	  200201 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7638166 ns/op	 4815808 B/op	  200201 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7493987 ns/op	 4815808 B/op	  200201 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7420639 ns/op	 4815808 B/op	  200201 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7497933 ns/op	 4815808 B/op	  200201 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  80221496 ns/op	48059536 B/op	 2001959 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  80366597 ns/op	48059536 B/op	 2001959 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  78881305 ns/op	48059536 B/op	 2001959 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  78946950 ns/op	48059536 B/op	 2001959 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  77344062 ns/op	48059536 B/op	 2001959 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  78135792 ns/op	48059536 B/op	 2001959 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  79780002 ns/op	48059536 B/op	 2001959 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  78367901 ns/op	48059536 B/op	 2001959 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  76840248 ns/op	48059536 B/op	 2001959 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  77563498 ns/op	48059536 B/op	 2001959 allocs/op
BenchmarkStableStack/1-4                	50000000	        31.5 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        30.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        31.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        30.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        31.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        30.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        30.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        31.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        31.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        30.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/10-4               	 5000000	       311 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       313 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       316 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       312 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       312 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       311 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       313 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       311 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       313 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       313 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/100-4              	  500000	      3110 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      3136 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      3065 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      3039 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      3036 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      3069 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      3081 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      3059 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      3031 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      3036 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/1000-4             	   50000	     30246 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     30304 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     30482 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     30272 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     30284 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     30672 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     30299 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     30385 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     30250 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     30743 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    304393 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    305171 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    306352 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    302687 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    303712 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    303043 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    303017 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    317704 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    306406 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    307952 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/100000-4           	     500	   3102792 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   3035581 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   3027712 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   3048239 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   3075318 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   3053279 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   3043219 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   3531087 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   3105412 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   3221821 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  31020041 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  30975469 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  31272798 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  31387324 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  32193576 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  31811725 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  31668523 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  32057232 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  31308472 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  32092566 ns/op	16000000 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/stack-bench-tests	926.364s
