goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillCookiejar/0-4         	  200000	      9878 ns/op	   65648 B/op	       3 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  30259610 ns/op	16003937 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  30947949 ns/op	16003937 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  29674602 ns/op	16003937 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  30567112 ns/op	16003937 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  31987750 ns/op	16003939 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  32088085 ns/op	16003937 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 370158944 ns/op	160546666 B/op	10000010 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 403755903 ns/op	160546666 B/op	10000010 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 373135569 ns/op	160546666 B/op	10000010 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 366194715 ns/op	160546666 B/op	10000010 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 386129131 ns/op	160546666 B/op	10000010 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 353925631 ns/op	160546666 B/op	10000010 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 361643389 ns/op	160546666 B/op	10000010 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 366119385 ns/op	160546666 B/op	10000010 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 354711331 ns/op	160546666 B/op	10000010 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 371359001 ns/op	160546666 B/op	10000010 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        34.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        34.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        33.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        33.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        34.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        34.5 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        33.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        33.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        33.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        33.2 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       339 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       336 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       353 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       349 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       362 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       361 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       343 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       342 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       356 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       350 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3280 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3345 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3273 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3296 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3352 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3544 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3408 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3591 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3237 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3285 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     33004 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     33382 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     32476 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     33234 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     32718 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     33619 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     33436 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     33078 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     32825 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     33029 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    330864 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    325538 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    328631 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    330561 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    327078 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    328510 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    326880 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    330803 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    328755 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    325917 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3278007 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3277885 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3277913 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3308529 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3287282 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3291025 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3282492 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3270555 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3625871 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3561218 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32628542 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  33244039 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32821729 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32639600 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32741271 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32935576 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  33007848 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32972906 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32448086 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32718937 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9970 ns/op	   65680 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9929 ns/op	   65680 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9954 ns/op	   65680 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9965 ns/op	   65680 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9923 ns/op	   65680 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9926 ns/op	   65680 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9910 ns/op	   65680 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9897 ns/op	   65680 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9934 ns/op	   65680 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9913 ns/op	   65680 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10532 ns/op	   65968 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10564 ns/op	   65968 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10596 ns/op	   65968 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10782 ns/op	   65968 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10676 ns/op	   65968 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10659 ns/op	   65968 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     11224 ns/op	   65968 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10672 ns/op	   65968 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10691 ns/op	   65968 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10623 ns/op	   65968 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15726 ns/op	   68848 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15908 ns/op	   68848 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15823 ns/op	   68848 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15742 ns/op	   68848 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15784 ns/op	   68848 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15742 ns/op	   68848 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15725 ns/op	   68848 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     16481 ns/op	   68848 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     16459 ns/op	   68848 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     16685 ns/op	   68848 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     68717 ns/op	   97648 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     70342 ns/op	   97648 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     71790 ns/op	   97648 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     68221 ns/op	   97648 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     71461 ns/op	   97648 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     69415 ns/op	   97648 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     69504 ns/op	   97648 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     68577 ns/op	   97648 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     67549 ns/op	   97648 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     67643 ns/op	   97648 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    615661 ns/op	  516864 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    620535 ns/op	  516864 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    620688 ns/op	  516864 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    616006 ns/op	  516864 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    615271 ns/op	  516864 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    613095 ns/op	  516864 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    625076 ns/op	  516864 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    626031 ns/op	  516864 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    614822 ns/op	  516864 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    615714 ns/op	  516864 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7858503 ns/op	 4840000 B/op	  200032 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7757930 ns/op	 4840000 B/op	  200032 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7928239 ns/op	 4840000 B/op	  200032 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7768245 ns/op	 4840000 B/op	  200032 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7902128 ns/op	 4840000 B/op	  200032 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7799177 ns/op	 4840000 B/op	  200032 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7841514 ns/op	 4840000 B/op	  200032 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7816739 ns/op	 4840000 B/op	  200032 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   8022520 ns/op	 4840000 B/op	  200032 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7690495 ns/op	 4840000 B/op	  200032 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  85839229 ns/op	48068672 B/op	 2000255 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  83153858 ns/op	48068672 B/op	 2000255 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  88145684 ns/op	48068672 B/op	 2000255 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  86498221 ns/op	48068672 B/op	 2000255 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  86216187 ns/op	48068672 B/op	 2000255 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  85587137 ns/op	48068672 B/op	 2000255 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  84624859 ns/op	48068672 B/op	 2000255 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  85789086 ns/op	48068672 B/op	 2000255 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  86126238 ns/op	48068672 B/op	 2000255 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  80643209 ns/op	48068672 B/op	 2000255 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        31.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        29.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        29.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        29.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        30.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        30.2 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        29.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        30.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        29.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        30.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       323 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       304 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       310 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       338 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       335 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       337 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       370 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       331 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       362 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       316 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3082 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      2948 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3121 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3291 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3063 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      2981 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3299 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3165 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3071 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3185 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     30089 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     30636 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     31497 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     29640 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     33136 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     30139 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     32738 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     34123 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     30817 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     32310 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    344359 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    329542 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    315752 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    310929 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    294296 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    295134 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    302515 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    342374 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    315272 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    327949 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3106853 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3206833 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3045020 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   2900882 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   2985588 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   2957352 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3181558 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3052808 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3095471 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3301506 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  32530837 ns/op	16000005 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  30687338 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  31083071 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  29298668 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  28831469 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  30317210 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  29564244 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  29932934 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  29026717 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  29472328 ns/op	16000000 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/stack-bench-tests	917.033s
