goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillDeque/0-4         	50000000	        38.0 ns/op	      64 B/op	       1 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 390658414 ns/op	319965792 B/op	10077205 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 401626259 ns/op	319965792 B/op	10077205 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 401767097 ns/op	319965792 B/op	10077205 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 400767304 ns/op	319965792 B/op	10077205 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 401118373 ns/op	319965792 B/op	10077205 allocs/op
BenchmarkSlowDecreaseDeque/1-4          	50000000	        35.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseDeque/1-4          	50000000	        35.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseDeque/1-4          	50000000	        35.5 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseDeque/1-4          	50000000	        35.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseDeque/1-4          	50000000	        35.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseDeque/1-4          	50000000	        35.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseDeque/1-4          	50000000	        35.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseDeque/1-4          	50000000	        35.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseDeque/1-4          	50000000	        36.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseDeque/1-4          	50000000	        35.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseDeque/10-4         	 5000000	       358 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseDeque/10-4         	 5000000	       360 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseDeque/10-4         	 5000000	       360 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseDeque/10-4         	 5000000	       357 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseDeque/10-4         	 5000000	       356 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseDeque/10-4         	 5000000	       360 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseDeque/10-4         	 5000000	       357 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseDeque/10-4         	 5000000	       358 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseDeque/10-4         	 5000000	       361 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseDeque/10-4         	 5000000	       360 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseDeque/100-4        	  500000	      3499 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseDeque/100-4        	  500000	      3519 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseDeque/100-4        	  500000	      3490 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseDeque/100-4        	  500000	      3539 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseDeque/100-4        	  500000	      3504 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseDeque/100-4        	  500000	      3498 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseDeque/100-4        	  500000	      3503 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseDeque/100-4        	  500000	      3516 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseDeque/100-4        	  500000	      3507 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseDeque/100-4        	  500000	      3499 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseDeque/1000-4       	   50000	     34890 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseDeque/1000-4       	   50000	     34644 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseDeque/1000-4       	   50000	     34870 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseDeque/1000-4       	   50000	     35017 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseDeque/1000-4       	   50000	     35073 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseDeque/1000-4       	   50000	     35514 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseDeque/1000-4       	   50000	     34622 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseDeque/1000-4       	   50000	     34964 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseDeque/1000-4       	   50000	     34982 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseDeque/1000-4       	   50000	     34916 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseDeque/10000-4      	    5000	    350382 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseDeque/10000-4      	    5000	    351781 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseDeque/10000-4      	    5000	    351887 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseDeque/10000-4      	    5000	    349351 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseDeque/10000-4      	    5000	    346583 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseDeque/10000-4      	    5000	    358935 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseDeque/10000-4      	    5000	    351629 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseDeque/10000-4      	    5000	    347713 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseDeque/10000-4      	    5000	    348475 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseDeque/10000-4      	    5000	    353378 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseDeque/100000-4     	     500	   3492325 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseDeque/100000-4     	     500	   3488604 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseDeque/100000-4     	     500	   3494729 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseDeque/100000-4     	     500	   3528699 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseDeque/100000-4     	     500	   3522163 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseDeque/100000-4     	     500	   3491439 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseDeque/100000-4     	     500	   3485752 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseDeque/100000-4     	     500	   3499506 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseDeque/100000-4     	     500	   3500005 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseDeque/100000-4     	     500	   3493134 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseDeque/1000000-4    	      50	  34827572 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseDeque/1000000-4    	      50	  35109581 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseDeque/1000000-4    	      50	  34936266 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseDeque/1000000-4    	      50	  34840241 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseDeque/1000000-4    	      50	  34999157 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseDeque/1000000-4    	      50	  34717675 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseDeque/1000000-4    	      50	  34472931 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseDeque/1000000-4    	      50	  34590864 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseDeque/1000000-4    	      50	  35431499 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseDeque/1000000-4    	      50	  34549983 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowIncreaseDeque/1-4          	10000000	       205 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseDeque/1-4          	10000000	       206 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseDeque/1-4          	10000000	       205 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseDeque/1-4          	10000000	       207 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseDeque/1-4          	10000000	       205 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseDeque/1-4          	10000000	       206 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseDeque/1-4          	10000000	       205 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseDeque/1-4          	10000000	       205 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseDeque/1-4          	10000000	       204 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseDeque/1-4          	10000000	       205 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseDeque/10-4         	 2000000	       912 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseDeque/10-4         	 2000000	       914 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseDeque/10-4         	 2000000	       916 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseDeque/10-4         	 2000000	       918 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseDeque/10-4         	 2000000	       915 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseDeque/10-4         	 2000000	       925 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseDeque/10-4         	 2000000	       914 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseDeque/10-4         	 2000000	       917 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseDeque/10-4         	 2000000	       913 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseDeque/10-4         	 2000000	       915 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseDeque/100-4        	  200000	      7960 ns/op	    8800 B/op	     207 allocs/op
BenchmarkSlowIncreaseDeque/100-4        	  200000	      7973 ns/op	    8800 B/op	     207 allocs/op
BenchmarkSlowIncreaseDeque/100-4        	  200000	      7958 ns/op	    8800 B/op	     207 allocs/op
BenchmarkSlowIncreaseDeque/100-4        	  200000	      7964 ns/op	    8800 B/op	     207 allocs/op
BenchmarkSlowIncreaseDeque/100-4        	  200000	      7968 ns/op	    8800 B/op	     207 allocs/op
BenchmarkSlowIncreaseDeque/100-4        	  200000	      7985 ns/op	    8800 B/op	     207 allocs/op
BenchmarkSlowIncreaseDeque/100-4        	  200000	      7989 ns/op	    8800 B/op	     207 allocs/op
BenchmarkSlowIncreaseDeque/100-4        	  200000	      7994 ns/op	    8800 B/op	     207 allocs/op
BenchmarkSlowIncreaseDeque/100-4        	  200000	      8000 ns/op	    8800 B/op	     207 allocs/op
BenchmarkSlowIncreaseDeque/100-4        	  200000	      7959 ns/op	    8800 B/op	     207 allocs/op
BenchmarkSlowIncreaseDeque/1000-4       	   20000	     68964 ns/op	   50032 B/op	    2013 allocs/op
BenchmarkSlowIncreaseDeque/1000-4       	   20000	     68848 ns/op	   50032 B/op	    2013 allocs/op
BenchmarkSlowIncreaseDeque/1000-4       	   20000	     68723 ns/op	   50032 B/op	    2013 allocs/op
BenchmarkSlowIncreaseDeque/1000-4       	   20000	     68734 ns/op	   50032 B/op	    2013 allocs/op
BenchmarkSlowIncreaseDeque/1000-4       	   20000	     68750 ns/op	   50032 B/op	    2013 allocs/op
BenchmarkSlowIncreaseDeque/1000-4       	   20000	     68680 ns/op	   50032 B/op	    2013 allocs/op
BenchmarkSlowIncreaseDeque/1000-4       	   20000	     68654 ns/op	   50032 B/op	    2013 allocs/op
BenchmarkSlowIncreaseDeque/1000-4       	   20000	     68669 ns/op	   50032 B/op	    2013 allocs/op
BenchmarkSlowIncreaseDeque/1000-4       	   20000	     68650 ns/op	   50032 B/op	    2013 allocs/op
BenchmarkSlowIncreaseDeque/1000-4       	   20000	     68960 ns/op	   50032 B/op	    2013 allocs/op
BenchmarkSlowIncreaseDeque/10000-4      	    2000	    689206 ns/op	  483072 B/op	   20083 allocs/op
BenchmarkSlowIncreaseDeque/10000-4      	    2000	    685456 ns/op	  483072 B/op	   20083 allocs/op
BenchmarkSlowIncreaseDeque/10000-4      	    2000	    690137 ns/op	  483072 B/op	   20083 allocs/op
BenchmarkSlowIncreaseDeque/10000-4      	    2000	    690516 ns/op	  483072 B/op	   20083 allocs/op
BenchmarkSlowIncreaseDeque/10000-4      	    2000	    685574 ns/op	  483072 B/op	   20083 allocs/op
BenchmarkSlowIncreaseDeque/10000-4      	    2000	    686295 ns/op	  483072 B/op	   20083 allocs/op
BenchmarkSlowIncreaseDeque/10000-4      	    2000	    685825 ns/op	  483072 B/op	   20083 allocs/op
BenchmarkSlowIncreaseDeque/10000-4      	    2000	    688803 ns/op	  483072 B/op	   20083 allocs/op
BenchmarkSlowIncreaseDeque/10000-4      	    2000	    686553 ns/op	  483072 B/op	   20083 allocs/op
BenchmarkSlowIncreaseDeque/10000-4      	    2000	    688662 ns/op	  483072 B/op	   20083 allocs/op
BenchmarkSlowIncreaseDeque/100000-4     	     200	   7912018 ns/op	 4821760 B/op	  200787 allocs/op
BenchmarkSlowIncreaseDeque/100000-4     	     200	   7857464 ns/op	 4821760 B/op	  200787 allocs/op
BenchmarkSlowIncreaseDeque/100000-4     	     200	   7913497 ns/op	 4821760 B/op	  200787 allocs/op
BenchmarkSlowIncreaseDeque/100000-4     	     200	   7883767 ns/op	 4821760 B/op	  200787 allocs/op
BenchmarkSlowIncreaseDeque/100000-4     	     200	   7914988 ns/op	 4821760 B/op	  200787 allocs/op
BenchmarkSlowIncreaseDeque/100000-4     	     200	   7907257 ns/op	 4821760 B/op	  200787 allocs/op
BenchmarkSlowIncreaseDeque/100000-4     	     200	   7877620 ns/op	 4821760 B/op	  200787 allocs/op
BenchmarkSlowIncreaseDeque/100000-4     	     200	   7914808 ns/op	 4821760 B/op	  200787 allocs/op
BenchmarkSlowIncreaseDeque/100000-4     	     200	   7927090 ns/op	 4821760 B/op	  200787 allocs/op
BenchmarkSlowIncreaseDeque/100000-4     	     200	   7880404 ns/op	 4821760 B/op	  200787 allocs/op
BenchmarkSlowIncreaseDeque/1000000-4    	      20	  83522134 ns/op	48192064 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseDeque/1000000-4    	      20	  83693406 ns/op	48192064 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseDeque/1000000-4    	      20	  83420351 ns/op	48192064 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseDeque/1000000-4    	      20	  82881236 ns/op	48192064 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseDeque/1000000-4    	      20	  83285217 ns/op	48192064 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseDeque/1000000-4    	      20	  83762548 ns/op	48192064 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseDeque/1000000-4    	      20	  82412982 ns/op	48192064 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseDeque/1000000-4    	      20	  82368800 ns/op	48192064 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseDeque/1000000-4    	      20	  82982620 ns/op	48192064 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseDeque/1000000-4    	      20	  83317793 ns/op	48192064 B/op	 2007819 allocs/op
BenchmarkStableDeque/1-4                	50000000	        33.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableDeque/1-4                	50000000	        32.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableDeque/1-4                	50000000	        33.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableDeque/1-4                	50000000	        33.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableDeque/1-4                	50000000	        33.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableDeque/1-4                	50000000	        33.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableDeque/1-4                	50000000	        33.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableDeque/1-4                	50000000	        33.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableDeque/1-4                	50000000	        33.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableDeque/1-4                	50000000	        33.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableDeque/10-4               	 5000000	       341 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableDeque/10-4               	 5000000	       340 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableDeque/10-4               	 5000000	       341 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableDeque/10-4               	 5000000	       341 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableDeque/10-4               	 5000000	       340 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableDeque/10-4               	 5000000	       338 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableDeque/10-4               	 5000000	       347 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableDeque/10-4               	 5000000	       348 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableDeque/10-4               	 5000000	       344 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableDeque/10-4               	 5000000	       343 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableDeque/100-4              	  500000	      3324 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableDeque/100-4              	  500000	      3422 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableDeque/100-4              	  500000	      3419 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableDeque/100-4              	  500000	      3305 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableDeque/100-4              	  500000	      3381 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableDeque/100-4              	  500000	      3361 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableDeque/100-4              	  500000	      3356 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableDeque/100-4              	  500000	      3334 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableDeque/100-4              	  500000	      3317 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableDeque/100-4              	  500000	      3357 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableDeque/1000-4             	   50000	     33146 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableDeque/1000-4             	   50000	     33120 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableDeque/1000-4             	   50000	     33679 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableDeque/1000-4             	   50000	     33175 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableDeque/1000-4             	   50000	     33329 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableDeque/1000-4             	   50000	     33865 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableDeque/1000-4             	   50000	     33081 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableDeque/1000-4             	   50000	     32894 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableDeque/1000-4             	   50000	     33361 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableDeque/1000-4             	   50000	     32976 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableDeque/10000-4            	    5000	    331969 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableDeque/10000-4            	    5000	    333328 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableDeque/10000-4            	    5000	    345696 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableDeque/10000-4            	    5000	    342220 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableDeque/10000-4            	    5000	    331084 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableDeque/10000-4            	    5000	    337316 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableDeque/10000-4            	    5000	    326488 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableDeque/10000-4            	    5000	    324448 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableDeque/10000-4            	    5000	    327533 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableDeque/10000-4            	    5000	    333869 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableDeque/100000-4           	     500	   3321222 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableDeque/100000-4           	     500	   3314528 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableDeque/100000-4           	     500	   3349111 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableDeque/100000-4           	     500	   3343103 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableDeque/100000-4           	     500	   3351916 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableDeque/100000-4           	     500	   3260626 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableDeque/100000-4           	     500	   3295683 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableDeque/100000-4           	     500	   3305604 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableDeque/100000-4           	     500	   3355933 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableDeque/100000-4           	     500	   3338407 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableDeque/1000000-4          	      50	  33346786 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableDeque/1000000-4          	      50	  33550722 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableDeque/1000000-4          	      50	  33120190 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableDeque/1000000-4          	      50	  32716982 ns/op	16000001 B/op	 1000000 allocs/op
BenchmarkStableDeque/1000000-4          	      50	  33313934 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableDeque/1000000-4          	      50	  33057564 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableDeque/1000000-4          	      50	  33216585 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableDeque/1000000-4          	      50	  33599731 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableDeque/1000000-4          	      50	  33669799 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableDeque/1000000-4          	      50	  32989626 ns/op	16000000 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/stack-bench-tests	960.164s
