goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillList/0-4         	30000000	        40.1 ns/op	      48 B/op	       1 allocs/op
BenchmarkSlowDecreaseList/1-4          	20000000	        69.3 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseList/1-4          	20000000	        69.4 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseList/1-4          	20000000	        68.6 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseList/1-4          	20000000	        68.6 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseList/10-4         	 2000000	       691 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseList/10-4         	 2000000	       686 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseList/10-4         	 2000000	       691 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseList/10-4         	 2000000	       688 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseList/10-4         	 2000000	       687 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseList/10-4         	 2000000	       690 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseList/10-4         	 2000000	       690 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseList/10-4         	 2000000	       692 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseList/10-4         	 2000000	       697 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseList/10-4         	 2000000	       688 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseList/100-4        	  200000	      6802 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseList/100-4        	  200000	      6813 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseList/100-4        	  200000	      6798 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseList/100-4        	  200000	      6987 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseList/100-4        	  200000	      6827 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseList/100-4        	  200000	      6811 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseList/100-4        	  200000	      7141 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseList/100-4        	  200000	      7356 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseList/100-4        	  200000	      7849 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseList/100-4        	  200000	      6906 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseList/1000-4       	   20000	     68062 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseList/1000-4       	   20000	     71739 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseList/1000-4       	   10000	    101173 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseList/1000-4       	   20000	     70677 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseList/1000-4       	   20000	     71670 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseList/1000-4       	   20000	     68565 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseList/1000-4       	   20000	     67901 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseList/1000-4       	   20000	     67886 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseList/1000-4       	   20000	     68096 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseList/1000-4       	   20000	     68251 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseList/10000-4      	    2000	    682306 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseList/10000-4      	    2000	    675428 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseList/10000-4      	    2000	    707798 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseList/10000-4      	    2000	    682058 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseList/10000-4      	    2000	    685066 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseList/10000-4      	    2000	    683016 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseList/10000-4      	    2000	    683045 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseList/10000-4      	    2000	    692877 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseList/10000-4      	    2000	    695986 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseList/10000-4      	    2000	    689065 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseList/100000-4     	     200	   6883252 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseList/100000-4     	     200	   6793516 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseList/100000-4     	     200	   6814695 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseList/100000-4     	     200	   7064909 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseList/100000-4     	     200	   6924030 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseList/100000-4     	     200	   6890920 ns/op	 6400001 B/op	  200000 allocs/op
BenchmarkSlowDecreaseList/100000-4     	     200	   6799430 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseList/100000-4     	     200	   6800904 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseList/100000-4     	     200	   6842754 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseList/100000-4     	     200	   6815328 ns/op	 6400001 B/op	  200000 allocs/op
BenchmarkSlowDecreaseList/1000000-4    	      20	  68082759 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseList/1000000-4    	      20	  67866472 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseList/1000000-4    	      20	  68405019 ns/op	64000014 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseList/1000000-4    	      20	  68696196 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseList/1000000-4    	      20	  68164053 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseList/1000000-4    	      20	  69243059 ns/op	64000014 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseList/1000000-4    	      20	  69025181 ns/op	64000009 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseList/1000000-4    	      20	  67882692 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseList/1000000-4    	      20	  68896923 ns/op	64000014 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseList/1000000-4    	      20	  68616106 ns/op	64000009 B/op	 2000000 allocs/op
BenchmarkSlowIncreaseList/1-4          	10000000	       177 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseList/1-4          	10000000	       180 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseList/1-4          	10000000	       175 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseList/1-4          	10000000	       177 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseList/1-4          	10000000	       176 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseList/1-4          	10000000	       176 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseList/1-4          	10000000	       176 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseList/1-4          	10000000	       175 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseList/1-4          	10000000	       176 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseList/1-4          	10000000	       176 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseList/10-4         	 1000000	      1454 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseList/10-4         	 1000000	      1406 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseList/10-4         	 1000000	      1455 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseList/10-4         	 1000000	      1473 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseList/10-4         	 1000000	      1459 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseList/10-4         	 1000000	      1411 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseList/10-4         	 1000000	      1402 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseList/10-4         	 1000000	      1403 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseList/10-4         	 1000000	      1413 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseList/10-4         	 1000000	      1390 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseList/100-4        	  100000	     13487 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseList/100-4        	  100000	     13386 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseList/100-4        	  100000	     13453 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseList/100-4        	  100000	     13433 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseList/100-4        	  100000	     13435 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseList/100-4        	  100000	     13412 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseList/100-4        	  100000	     13491 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseList/100-4        	  100000	     13428 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseList/100-4        	  100000	     13419 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseList/100-4        	  100000	     13416 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseList/1000-4       	   10000	    135625 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseList/1000-4       	   10000	    136882 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseList/1000-4       	   10000	    135716 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseList/1000-4       	   10000	    135447 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseList/1000-4       	   10000	    135321 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseList/1000-4       	   10000	    135513 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseList/1000-4       	   10000	    135503 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseList/1000-4       	   10000	    134402 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseList/1000-4       	   10000	    136425 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseList/1000-4       	   10000	    137282 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseList/10000-4      	    1000	   1421074 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseList/10000-4      	    1000	   1414921 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseList/10000-4      	    1000	   1429252 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseList/10000-4      	    1000	   1409084 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseList/10000-4      	    1000	   1411913 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseList/10000-4      	    1000	   1407392 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseList/10000-4      	    1000	   1416172 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseList/10000-4      	    1000	   1415386 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseList/10000-4      	    1000	   1416336 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseList/10000-4      	    1000	   1417059 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseList/100000-4     	      50	  26550283 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseList/100000-4     	      50	  28540895 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseList/100000-4     	      50	  27364318 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseList/100000-4     	      50	  26187933 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseList/100000-4     	      50	  26045760 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseList/100000-4     	      50	  27431683 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseList/100000-4     	      50	  26622347 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseList/100000-4     	      50	  26456784 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseList/100000-4     	      50	  25852820 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseList/100000-4     	      50	  25541239 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseList/1000000-4    	       5	 322116525 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseList/1000000-4    	       5	 345418076 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseList/1000000-4    	       5	 330650717 ns/op	128000067 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseList/1000000-4    	       5	 326173495 ns/op	128000067 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseList/1000000-4    	       3	 371576449 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseList/1000000-4    	       3	 358157929 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseList/1000000-4    	       5	 317299243 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseList/1000000-4    	       5	 334076397 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseList/1000000-4    	       3	 335014807 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseList/1000000-4    	       3	 345421799 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkStableList/1-4                	20000000	        81.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableList/1-4                	20000000	        80.3 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableList/1-4                	20000000	        79.7 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableList/1-4                	20000000	        80.0 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableList/1-4                	20000000	        79.0 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableList/1-4                	20000000	        80.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableList/1-4                	20000000	        80.6 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableList/1-4                	20000000	        79.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableList/1-4                	20000000	        79.6 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableList/1-4                	20000000	        79.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableList/10-4               	 2000000	       803 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableList/10-4               	 2000000	       804 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableList/10-4               	 2000000	       806 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableList/10-4               	 2000000	       805 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableList/10-4               	 2000000	       897 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableList/10-4               	 2000000	       843 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableList/10-4               	 2000000	       797 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableList/10-4               	 2000000	       859 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableList/10-4               	 2000000	       804 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableList/10-4               	 2000000	       799 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableList/100-4              	  200000	      8030 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableList/100-4              	  200000	      7998 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableList/100-4              	  200000	      7927 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableList/100-4              	  200000	      7958 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableList/100-4              	  200000	      8041 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableList/100-4              	  200000	      8197 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableList/100-4              	  200000	      8035 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableList/100-4              	  200000	      8448 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableList/100-4              	  200000	      8015 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableList/100-4              	  200000	      7894 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableList/1000-4             	   20000	     80766 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableList/1000-4             	   20000	     79539 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableList/1000-4             	   20000	     78755 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableList/1000-4             	   20000	     79827 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableList/1000-4             	   20000	     81670 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableList/1000-4             	   20000	     79947 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableList/1000-4             	   20000	     83293 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableList/1000-4             	   20000	     79550 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableList/1000-4             	   20000	     79969 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableList/1000-4             	   20000	     79249 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableList/10000-4            	    2000	    793598 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableList/10000-4            	    2000	    797556 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableList/10000-4            	    2000	    801145 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableList/10000-4            	    2000	    800140 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableList/10000-4            	    2000	    806027 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableList/10000-4            	    2000	    821405 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableList/10000-4            	    2000	    794614 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableList/10000-4            	    2000	    804604 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableList/10000-4            	    2000	    797693 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableList/10000-4            	    2000	    794025 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableList/100000-4           	     200	   7918012 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableList/100000-4           	     200	   7919263 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableList/100000-4           	     200	   8017176 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableList/100000-4           	     200	   8021768 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableList/100000-4           	     200	   7996650 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableList/100000-4           	     200	   8020341 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableList/100000-4           	     200	   7999112 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableList/100000-4           	     200	   8012495 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableList/100000-4           	     200	   8042011 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableList/100000-4           	     200	   7882653 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableList/1000000-4          	      20	  78848332 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableList/1000000-4          	      20	  79588267 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableList/1000000-4          	      20	  79160797 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableList/1000000-4          	      20	  79448902 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableList/1000000-4          	      20	  80373293 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableList/1000000-4          	      20	  79237074 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableList/1000000-4          	      20	  80295400 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableList/1000000-4          	      20	  79612395 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableList/1000000-4          	      20	  89434559 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableList/1000000-4          	      20	  89506351 ns/op	64000000 B/op	 2000000 allocs/op
PASS
ok  	github.com/ef-ds/stack-bench-tests	924.818s
