goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillSlice/0-4         	30000000	        39.2 ns/op	      32 B/op	       1 allocs/op
BenchmarkRefillSlice/100000-4           	       3	 385141614 ns/op	161551453 B/op	10000010 allocs/op
BenchmarkRefillSlice/100000-4           	       3	 391047441 ns/op	161551453 B/op	10000010 allocs/op
BenchmarkRefillSlice/100000-4           	       3	 411076627 ns/op	161551453 B/op	10000010 allocs/op
BenchmarkRefillSlice/100000-4           	       3	 386782989 ns/op	161551453 B/op	10000010 allocs/op
BenchmarkRefillSlice/100000-4           	       3	 405535844 ns/op	161551453 B/op	10000010 allocs/op
BenchmarkRefillSlice/100000-4           	       3	 391084996 ns/op	161551453 B/op	10000010 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	50000000	        32.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	50000000	        32.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	50000000	        32.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	50000000	        32.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	50000000	        32.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	50000000	        31.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	50000000	        31.5 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	50000000	        33.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	50000000	        32.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	50000000	        33.2 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 5000000	       325 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 5000000	       341 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 5000000	       324 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 5000000	       322 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 5000000	       325 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 5000000	       320 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 5000000	       321 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 5000000	       322 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 5000000	       314 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 5000000	       323 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  500000	      3067 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  500000	      3103 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  500000	      3268 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  500000	      3159 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  500000	      3198 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  500000	      3172 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  500000	      3190 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  500000	      3229 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  500000	      3294 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  500000	      3121 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   50000	     31093 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   50000	     31899 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   50000	     32380 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   50000	     31144 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   50000	     30751 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   50000	     30289 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   50000	     30762 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   50000	     30781 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   50000	     31511 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   50000	     32062 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    5000	    318389 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    5000	    301222 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    5000	    322064 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    5000	    318532 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    5000	    320652 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    5000	    318170 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    5000	    304617 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    5000	    314672 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    5000	    309145 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    5000	    316734 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     500	   3169851 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     500	   3111169 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     500	   3056534 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     500	   3064549 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     500	   3128088 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     500	   3113663 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     500	   3154022 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     500	   3231940 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     500	   3094502 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     500	   3142523 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      50	  31454394 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      50	  31139426 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      50	  31131175 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      50	  31035472 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      50	  31813583 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      50	  32300340 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      50	  32066408 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      50	  32065745 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      50	  33835157 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      50	  31758435 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       153 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       155 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       159 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       153 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       154 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       151 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       151 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       153 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       152 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       153 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 2000000	       850 ns/op	     600 B/op	      26 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 2000000	       857 ns/op	     600 B/op	      26 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 2000000	       866 ns/op	     600 B/op	      26 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 2000000	       882 ns/op	     600 B/op	      26 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 2000000	       878 ns/op	     600 B/op	      26 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 2000000	       854 ns/op	     600 B/op	      26 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 2000000	       870 ns/op	     600 B/op	      26 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 2000000	       873 ns/op	     600 B/op	      26 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 2000000	       849 ns/op	     600 B/op	      26 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 2000000	       851 ns/op	     600 B/op	      26 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6095 ns/op	    5272 B/op	     209 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6064 ns/op	    5272 B/op	     209 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6167 ns/op	    5272 B/op	     209 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6050 ns/op	    5272 B/op	     209 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  300000	      6044 ns/op	    5272 B/op	     209 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6058 ns/op	    5272 B/op	     209 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  300000	      6073 ns/op	    5272 B/op	     209 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6064 ns/op	    5272 B/op	     209 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6128 ns/op	    5272 B/op	     209 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6186 ns/op	    5272 B/op	     209 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   30000	     56986 ns/op	   48408 B/op	    2012 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   30000	     55880 ns/op	   48408 B/op	    2012 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   30000	     54814 ns/op	   48408 B/op	    2012 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   30000	     54985 ns/op	   48408 B/op	    2012 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   30000	     54919 ns/op	   48408 B/op	    2012 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   30000	     54798 ns/op	   48408 B/op	    2012 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   30000	     54932 ns/op	   48408 B/op	    2012 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   30000	     55164 ns/op	   48408 B/op	    2012 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   30000	     57054 ns/op	   48408 B/op	    2012 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   30000	     57364 ns/op	   48408 B/op	    2012 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    684766 ns/op	  706328 B/op	   20021 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    621187 ns/op	  706328 B/op	   20021 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    608904 ns/op	  706328 B/op	   20021 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    612597 ns/op	  706328 B/op	   20021 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    605682 ns/op	  706328 B/op	   20021 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    3000	    608365 ns/op	  706328 B/op	   20021 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    603642 ns/op	  706328 B/op	   20021 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    610073 ns/op	  706328 B/op	   20021 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    639653 ns/op	  706328 B/op	   20021 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    616166 ns/op	  706328 B/op	   20021 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  11878350 ns/op	 7854360 B/op	  200031 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  11174913 ns/op	 7854360 B/op	  200031 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  11196797 ns/op	 7854360 B/op	  200031 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  11044232 ns/op	 7854360 B/op	  200031 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  12400797 ns/op	 7854360 B/op	  200031 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  11107890 ns/op	 7854360 B/op	  200031 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  10968482 ns/op	 7854360 B/op	  200031 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  10964217 ns/op	 7854360 B/op	  200031 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  11032882 ns/op	 7854360 B/op	  200031 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  11288565 ns/op	 7854360 B/op	  200031 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 133254121 ns/op	77188376 B/op	 2000041 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 131306388 ns/op	77188376 B/op	 2000041 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 128030662 ns/op	77188376 B/op	 2000041 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 135899134 ns/op	77188376 B/op	 2000041 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 138906174 ns/op	77188376 B/op	 2000041 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 144179992 ns/op	77188376 B/op	 2000041 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 151490263 ns/op	77188376 B/op	 2000041 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 137327471 ns/op	77188376 B/op	 2000041 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 149642099 ns/op	77188376 B/op	 2000041 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 153252887 ns/op	77188376 B/op	 2000041 allocs/op
BenchmarkStableSlice/1-4                	50000000	        32.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        31.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        31.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        30.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        29.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        29.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        30.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        30.5 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        29.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        32.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       326 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       310 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       310 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       308 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       345 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       319 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       308 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       298 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       306 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       288 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSlice/100-4              	  500000	      2989 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      2953 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3099 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3041 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3061 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3035 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      2992 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      2961 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3016 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      2901 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     29418 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     29939 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     29196 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     30468 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     29448 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     29411 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     30490 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     31266 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     29426 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     29624 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    294924 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    306804 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    295293 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    310434 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    309685 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    304825 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    301683 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    289469 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    287854 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    301683 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSlice/100000-4           	     500	   2817521 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableSlice/100000-4           	     500	   2993299 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3041058 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableSlice/100000-4           	     500	   2997543 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableSlice/100000-4           	     500	   2933969 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableSlice/100000-4           	     500	   2916593 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableSlice/100000-4           	     500	   2955145 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableSlice/100000-4           	     500	   2762806 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableSlice/100000-4           	     500	   2996526 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3061911 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  30046454 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  30314170 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  30326837 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  30401315 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  29124211 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  30429141 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  30358834 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  28860458 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  29688591 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  30486421 ns/op	16000000 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/stack-bench-tests	889.983s
