goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillStack/0-4         	50000000	        27.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        31.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        31.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        31.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        30.5 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        31.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        31.2 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        30.5 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        30.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        30.5 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/1-4          	50000000	        30.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       313 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       313 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       319 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       315 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       313 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       311 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       313 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       314 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       317 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/10-4         	 5000000	       313 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3050 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3058 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3061 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3060 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3038 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3083 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3018 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3031 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3058 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/100-4        	  500000	      3068 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     30182 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     30845 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     30542 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     30303 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     30276 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     29984 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     30324 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     30422 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     30353 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/1000-4       	   50000	     30598 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    300369 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    301564 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    303432 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    301960 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    303840 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    302453 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    302106 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    306509 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    302891 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/10000-4      	    5000	    311062 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3052539 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3026612 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3031653 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   2999395 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3057697 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3037765 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3238633 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3047175 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3054239 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/100000-4     	     500	   3006702 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  30525061 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  30083295 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  30314342 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  30206798 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  30528801 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  30775483 ns/op	16000003 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  30289651 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  30580169 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  30254099 ns/op	16000001 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseStack/1000000-4    	      50	  30504184 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       187 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       187 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       186 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       187 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       188 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       187 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       186 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       188 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       186 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/1-4          	10000000	       189 ns/op	     208 B/op	       5 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       823 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       819 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       827 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       825 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       838 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       820 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       827 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       826 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       821 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/10-4         	 2000000	       827 ns/op	     752 B/op	      24 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      6904 ns/op	    7216 B/op	     207 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      6920 ns/op	    7216 B/op	     207 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      6920 ns/op	    7216 B/op	     207 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      6957 ns/op	    7216 B/op	     207 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      6922 ns/op	    7216 B/op	     207 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      6915 ns/op	    7216 B/op	     207 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      6920 ns/op	    7216 B/op	     207 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      6970 ns/op	    7216 B/op	     207 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      6921 ns/op	    7216 B/op	     207 allocs/op
BenchmarkSlowIncreaseStack/100-4        	  200000	      6908 ns/op	    7216 B/op	     207 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     63065 ns/op	   64752 B/op	    2013 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     63596 ns/op	   64752 B/op	    2013 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     63203 ns/op	   64752 B/op	    2013 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     63075 ns/op	   64752 B/op	    2013 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     63484 ns/op	   64752 B/op	    2013 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     62992 ns/op	   64752 B/op	    2013 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     62811 ns/op	   64752 B/op	    2013 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     63609 ns/op	   64752 B/op	    2013 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     63030 ns/op	   64752 B/op	    2013 allocs/op
BenchmarkSlowIncreaseStack/1000-4       	   20000	     63150 ns/op	   64752 B/op	    2013 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    630451 ns/op	  648816 B/op	   20085 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    636578 ns/op	  648816 B/op	   20085 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    632310 ns/op	  648816 B/op	   20085 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    629703 ns/op	  648816 B/op	   20085 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    634014 ns/op	  648816 B/op	   20085 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    653341 ns/op	  648816 B/op	   20085 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    639434 ns/op	  648816 B/op	   20085 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    630954 ns/op	  648816 B/op	   20085 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    630404 ns/op	  648816 B/op	   20085 allocs/op
BenchmarkSlowIncreaseStack/10000-4      	    2000	    635133 ns/op	  648816 B/op	   20085 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7291635 ns/op	 6423664 B/op	  200789 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7269638 ns/op	 6423664 B/op	  200789 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7456329 ns/op	 6423664 B/op	  200789 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7330446 ns/op	 6423664 B/op	  200789 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7273739 ns/op	 6423664 B/op	  200789 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7281503 ns/op	 6423664 B/op	  200789 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7304450 ns/op	 6423664 B/op	  200789 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7447270 ns/op	 6423664 B/op	  200789 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7327040 ns/op	 6423664 B/op	  200789 allocs/op
BenchmarkSlowIncreaseStack/100000-4     	     200	   7299344 ns/op	 6423664 B/op	  200789 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  83721193 ns/op	64139248 B/op	 2007821 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  81813420 ns/op	64139248 B/op	 2007821 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  82900565 ns/op	64139248 B/op	 2007821 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  82946207 ns/op	64139248 B/op	 2007821 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  82823075 ns/op	64139248 B/op	 2007821 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  82574777 ns/op	64139248 B/op	 2007821 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  82837065 ns/op	64139248 B/op	 2007821 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  84400053 ns/op	64139248 B/op	 2007821 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  83714194 ns/op	64139248 B/op	 2007821 allocs/op
BenchmarkSlowIncreaseStack/1000000-4    	      20	  82876773 ns/op	64139248 B/op	 2007821 allocs/op
BenchmarkStableStack/1-4                	50000000	        28.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        28.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        28.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        29.2 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        29.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        28.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        28.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        29.5 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        28.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/1-4                	50000000	        28.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableStack/10-4               	 5000000	       292 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       296 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       290 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       293 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       294 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       303 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       291 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       295 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       292 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/10-4               	 5000000	       317 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableStack/100-4              	  500000	      2917 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      2935 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      2935 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      2851 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      2839 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      2900 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      2828 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      2845 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      2868 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/100-4              	  500000	      2832 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableStack/1000-4             	   50000	     28401 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     28243 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     29205 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     28205 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     28149 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     28832 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     28866 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     28688 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     28034 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/1000-4             	   50000	     28017 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    284152 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    281360 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    288212 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    285782 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    284691 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    284216 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    284078 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    285101 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    286263 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/10000-4            	    5000	    283388 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableStack/100000-4           	     500	   2821937 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   2861841 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   2915280 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   2820345 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   2837297 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   2945106 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   2865897 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   2855675 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   2850074 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/100000-4           	     500	   2800502 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  28281158 ns/op	16000001 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  28707416 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  28307662 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  28551648 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  28372329 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  28308730 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  28433463 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  28471026 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  28509262 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableStack/1000000-4          	      50	  29681791 ns/op	16000000 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/stack-bench-tests	869.934s
